id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD1828:RVBD1828	105	3.648e-05	0.021081	0.754447	63	15	-0.25845	9.1152e-39	1.1723e-06	1.3e-05	11	83	0.67642
RVBD2773c:dapB	58	4.0027e-05	0.0084321	0.42813	64	21	-0.23314	0.99954	0.91747	0.997803	3965	9	0.20626
RVBD0884c:serC	75	4.2144e-05	0.013553	0.550314	65	23	-0.33141	0.99649	0.5272	0.679252	3902	7	0.29386
RVBD1854c:ndh	101	4.5772e-05	0.024417	0.797982	66	27	-0.21966	0.99998	0.91501	0.996155	4007	12	0.21202
RVBD2111c:pup	12	6.3633e-05	0.0013282	0.095297	67	8	-0.19968	0.66827	0.25402	0.402925	2723	4	0.24599
RVBD1611:trpC	76	6.3672e-05	0.017276	0.645623	68	20	-0.24461	0.65205	0.0024184	0.010638	2684	27	0.31741
RVBD3820c:papA2	12	6.5702e-05	0.001354	0.095297	69	7	-0.20892	0.9996	0.98827	1.0	3969	0	0
RVBD1221:sigE	5	6.774e-05	0.00066468	0.055038	70	4	-0.31273	0.9999	0.99957	1.0	3996	0	0
RVBD1826:gcvH	22	7.2474e-05	0.0032484	0.201733	71	10	-0.31372	0.9933	0.88595	0.974567	3870	2	0.23281
RVBD3042c:serB2	96	8.3481e-05	0.031097	0.91409	72	23	-0.24767	0.99861	0.476	0.63439	3934	16	0.22768
RVBD0249c:RVBD0249c	16	8.7405e-05	0.0023598	0.15144	73	9	-0.15794	0.98449	0.84502	0.945058	3796	2	0.20975
RVBD2691:ceoB	6	9.2064e-05	0.00085693	0.069593	74	5	-0.2426	0.99988	0.99923	1.0	3994	0	0
tRNA-Gly27:tRNA-Gly27	13	9.3209e-05	0.0019518	0.132945	75	8	-0.1503	0.99883	0.96291	1.0	3941	0	0
RVBD3272:RVBD3272	7	0.00012971	0.0013469	0.095297	76	4	-0.15381	0.99804	0.98298	1.0	3924	0	0
RVBD3700c:RVBD3700c	5	0.00015625	0.0010515	0.080738	77	4	-0.16106	0.96099	0.84056	0.94131	3647	0	0
RVBD2220:glnA1	140	0.00015839	0.046125	1.0	78	36	-0.21397	1.0	0.99083	1.0	4028	14	0.28515
RVBD2422:RVBD2422	5	0.00018065	0.0012227	0.090585	79	3	-0.39763	0.91739	0.69253	0.824979	3437	0	0
RVBD1133c:metE	200	0.00018974	0.051325	1.0	80	41	-0.19987	0.5003	7.1508e-05	0.000547	2263	75	0.28695
RVBD0708:rplP	11	0.00020539	0.0033773	0.206701	81	3	-0.31013	0.97255	0.80886	0.915542	3720	1	0.30482
RVBD3311:RVBD3311	12	0.00023085	0.0038861	0.231139	82	5	-0.23904	0.987	0.85975	0.954453	3817	1	0.15556
RVBD3800c:pks13	358	0.00023473	0.057295	1.0	83	77	-0.2156	0.92346	0.070705	0.15584	3458	123	0.31295
RVBD1459c:RVBD1459c	204	0.00025408	0.059365	1.0	84	45	-0.22038	0.97654	0.15726	0.28373	3747	45	0.25825
RVBD0928:pstS3	9	0.00026247	0.0032273	0.201733	85	6	-0.19473	0.88899	0.62651	0.768448	3354	2	0.14506
RVBD3628:ppa	47	0.00029266	0.022818	0.784392	86	16	-0.16321	0.78967	0.075854	0.163601	3038	10	0.3062
RVBD1916:aceAb	10	0.00031801	0.0043011	0.252269	87	2	-0.18994	0.80853	0.50541	0.661612	3083	2	0.15627
RVBD2651c:RVBD2651c	51	0.00033924	0.02652	0.835784	88	16	-0.20824	0.86153	0.12659	0.241232	3249	11	0.28432
RVBD3582c:ispD	82	0.00036303	0.055035	1.0	89	18	-0.2345	0.99617	0.4483	0.607127	3895	17	0.22796
RVBD2694c:RVBD2694c	4	0.00040925	0.004838	0.279873	90	4	-0.22573	0.99959	0.99852	1.0	3966	0	0
RVBD3857c:RVBD3857c	32	0.00045315	0.017967	0.665581	91	8	-0.241	0.97148	0.63858	0.777825	3711	4	0.23705
RVBD1636:TB15.3	18	0.00045664	0.010774	0.511236	92	8	-0.16154	0.95533	0.72621	0.852599	3620	3	0.2007
RVBD1653:argJ	100	0.00045814	0.081357	1.0	93	28	-0.18902	0.99647	0.31441	0.471672	3901	22	0.24091
RVBD1255c:RVBD1255c	7	0.00047147	0.0081578	0.425315	94	4	-0.21311	0.42592	0.1218	0.2345	2041	2	0.25195
RVBD3357:relJ	6	0.00047786	0.0071684	0.393146	95	3	-0.23849	0.81346	0.51494	0.668493	3107	1	0.094265
RVBD2707:RVBD2707	23	0.00052548	0.014497	0.583074	96	10	-0.19331	0.95829	0.68146	0.817114	3637	2	0.3567
RVBD0422c:thiD	72	0.00052749	0.054964	1.0	97	19	-0.19506	0.99792	0.65255	0.791191	3918	14	0.17176
RVBD2012:RVBD2012	7	0.00054162	0.0085658	0.42813	98	5	-0.13603	0.95648	0.75828	0.878287	3627	1	0.098784
RVBD2870c:dxr	113	0.00054932	0.087574	1.0	99	29	-0.20487	0.99911	0.50917	0.665298	3950	13	0.28969
RVBD0347:RVBD0347	53	0.00055622	0.038365	1.0	100	17	-0.27899	0.9996	0.93292	1.0	3968	8	0.21545
RVBD0021c:RVBD0021c	7	0.00056659	0.0086174	0.42813	101	2	-0.28601	0.99758	0.97906	1.0	3912	0	0
RVBD0808:purF	107	0.00058426	0.091173	1.0	102	28	-0.22962	0.99992	0.83794	0.938872	3998	19	0.26343
RVBD2211c:gcvT	107	0.00062674	0.093987	1.0	103	26	-0.20218	0.82604	0.0035367	0.014385	3144	23	0.24411
RVBD1968:mce3C	9	0.00064043	0.012287	0.540481	104	2	-0.36675	0.88758	0.62098	0.762772	3347	2	0.11658
RVBD1580c:RVBD1580c	6	0.00065149	0.0080851	0.425315	105	4	-0.21543	0.9992	0.99562	1.0	3954	0	0
RVBD3826:fadD23	20	0.00075981	0.016948	0.639012	106	9	-0.17341	0.11974	0.0016166	0.007892	1093	3	0.29911
RVBD2399c:cysT	110	0.00078874	0.10704	1.0	107	28	-0.22428	0.99978	0.71284	0.841583	3986	16	0.23989
RVBD2763c:dfrA	31	0.00080228	0.027041	0.839655	108	10	-0.17825	0.87832	0.29811	0.453998	3317	8	0.25304
RVBD2248:RVBD2248	6	0.00080471	0.0088284	0.433514	109	2	-0.23014	0.95611	0.78678	0.89921	3624	0	0
RVBD0820:phoT	7	0.00082695	0.010589	0.508157	110	4	-0.17099	0.99916	0.99368	1.0	3953	0	0
RVBD3141:fadB4	8	0.00082957	0.012129	0.540481	111	4	-0.2304	0.99933	0.99132	1.0	3957	0	0
RVBD0073:RVBD0073	8	0.00083374	0.012212	0.540481	112	3	-0.24119	0.83672	0.54093	0.691782	3177	2	0.12682
RVBD0680c:RVBD0680c	5	0.00084744	0.0083196	0.42813	113	4	-0.14187	0.91687	0.69132	0.824008	3432	0	0
RVBD0946c:pgi	149	0.00094829	0.11574	1.0	114	34	-0.20862	0.91669	0.069449	0.153792	3431	40	0.20423
RVBD1269c:RVBD1269c	4	0.00098217	0.007152	0.393146	115	3	-0.17725	0.48461	0.24783	0.396135	2213	1	0.33582
RVBD0736:rslA	8	0.00098322	0.01317	0.546836	116	5	-0.17312	0.99984	0.9985	1.0	3990	0	0
RVBD1397c:vapC10	6	0.0010256	0.0099233	0.481677	117	4	-0.22858	0.68491	0.37952	0.54118	2764	2	0.097488
RVBD1292:argS	133	0.0010422	0.1232	1.0	118	32	-0.18753	0.95053	0.079263	0.169482	3596	36	0.36505
RVBD2884:RVBD2884	7	0.0010987	0.012795	0.546836	119	5	-0.12117	0.76146	0.44362	0.602192	2968	1	0.18133
RVBD2847c:cysG	104	0.001117	0.12748	1.0	120	25	-0.18106	0.99518	0.27618	0.428911	3886	19	0.15556
RVBD3228:RVBD3228	7	0.0011574	0.013105	0.546836	121	2	-0.28379	0.77284	0.46594	0.624455	2997	2	0.11772
RVBD3048c:nrdF2	71	0.0011656	0.086226	1.0	122	2	-2.0942	2.1934e-10	1.1723e-06	1.3e-05	67	50	0.48486
RVBD2361c:RVBD2361c	84	0.0012513	0.10778	1.0	123	14	-0.20647	0.073173	1.1723e-06	1.3e-05	877	38	0.38297
RVBD1593c:RVBD1593c	6	0.0013632	0.011766	0.540196	124	4	-0.14584	0.71654	0.42362	0.582912	2853	1	0.20862
RVBD2217:lipB	38	0.0013636	0.046981	1.0	125	12	-0.18591	0.46943	0.0089573	0.030045	2169	10	0.26641
RVBD0019c:fhaB	4	0.0013923	0.0081508	0.425315	126	2	-0.36146	0.98738	0.9602	1.0	3821	0	0
RVBD3338:RVBD3338	6	0.0013939	0.011768	0.540196	127	4	-0.1969	0.8336	0.526	0.678254	3161	1	0.16332
RVBD2801A:mazE9	5	0.0013954	0.011651	0.540196	128	1	-0.61429	0.36674	0.11395	0.221962	1875	1	0.22197
RVBD2437:RVBD2437	46	0.0014279	0.059576	1.0	129	14	-0.16303	0.99577	0.8096	0.916116	3890	4	0.26969
RVBD2827c:RVBD2827c	82	0.0014728	0.11312	1.0	130	21	-0.1751	0.87089	0.06118	0.140109	3279	16	0.17242
RVBD3009c:gatB	126	0.0014781	0.14422	1.0	131	21	-0.23622	0.91414	0.069146	0.153283	3423	40	0.27938
RVBD1324:RVBD1324	5	0.0014838	0.012179	0.540481	132	3	-0.17595	0.999	0.9962	1.0	3947	0	0
RVBD0735:sigL	5	0.0015734	0.012854	0.546836	133	3	-0.21151	0.95003	0.79683	0.907981	3589	0	0
RVBD2995c:leuB	80	0.001583	0.11673	1.0	134	16	-0.24595	0.87036	0.061255	0.140183	3276	20	0.23096
RVBD0243:fadA2	7	0.0016169	0.015785	0.611545	135	3	-0.28507	0.99079	0.93196	1.0	3849	0	0
RVBD3623:lpqG	52	0.0016594	0.072168	1.0	136	16	-0.14189	1.0	0.99881	1.0	4025	1	0.2335
RVBD0041:leuS	258	0.0017066	0.15883	1.0	137	52	-0.20905	0.99975	0.6947	0.825508	3983	64	0.3098
RVBD3420c:rimI	5	0.0017146	0.013468	0.550314	138	3	-0.22149	0.95049	0.79855	0.908723	3595	0	0
RVBD1349:irtB	167	0.002062	0.17015	1.0	139	39	-0.18512	0.9956	0.28756	0.442387	3888	33	0.21095
RVBD0292:eccE3	136	0.0020803	0.17182	1.0	140	32	-0.21922	0.99617	0.30608	0.463615	3896	26	0.24499
RVBD3580c:cysS1	95	0.0020827	0.16206	1.0	141	23	-0.37476	1.0	0.99563	1.0	4033	12	0.18058
RVBD0883c:RVBD0883c	54	0.0021167	0.086991	1.0	142	15	-0.28607	0.96136	0.29744	0.453201	3650	12	0.18258
RVBD2971:RVBD2971	60	0.0021345	0.10045	1.0	143	8	-0.41282	0.96382	0.25951	0.409528	3660	14	0.31451
RVBD1830:RVBD1830	43	0.0021781	0.093525	1.0	144	13	-0.26121	0.92155	0.26127	0.411743	3451	9	0.33185
RVBD1530:adh	5	0.0022297	0.015381	0.601531	145	3	-0.18724	0.20483	0.043713	0.109619	1387	1	0.58548
RVBD3312A:RVBD3312A	8	0.0022589	0.022846	0.784392	146	4	-0.2565	0.96162	0.75471	0.875706	3653	1	0.17875
tRNA-Ala37:tRNA-Ala37	5	0.0022702	0.015384	0.601531	147	1	-0.41409	0.053593	0.0045074	0.017242	775	2	0.39737
RVBD1193:fadD36	6	0.0024889	0.019529	0.717133	148	3	-0.22505	0.84629	0.54549	0.694689	3202	1	0.17
RVBD0032:bioF2	28	0.0025054	0.066539	1.0	149	10	-0.20324	0.83405	0.24733	0.395479	3165	8	0.24571
RVBD0030:RVBD0030	4	0.0026708	0.012458	0.54236	150	3	-0.15799	0.99512	0.98491	1.0	3885	0	0
RVBD2149c:yfiH	5	0.0027073	0.0165	0.633438	151	3	-0.25729	0.67428	0.37958	0.54118	2741	1	0.27722
RVBD3745c:RVBD3745c	6	0.0027478	0.020371	0.735254	152	3	-0.26063	0.5922	0.28242	0.43591	2516	1	0.21826
RVBD0811c:RVBD0811c	97	0.0027599	0.18823	1.0	153	20	-0.25275	0.96793	0.09714	0.197698	3686	19	0.17355
RVBD1702c:RVBD1702c	117	0.0028991	0.20005	1.0	154	29	-0.18434	0.99975	0.69427	0.825508	3982	19	0.14894
RVBD1991c:mazF6	4	0.0029202	0.013208	0.546836	155	3	-0.27703	0.81803	0.51836	0.670866	3121	1	0.095001
RVBD3566c:nat	6	0.0029235	0.021721	0.764398	156	4	-0.18843	0.79182	0.49194	0.647998	3042	1	0.23943
RVBD0068:RVBD0068	5	0.0029294	0.016948	0.639012	157	3	-0.137	0.35991	0.11242	0.219693	1854	1	0.3643
RVBD1328:glgP	19	0.003105	0.055731	1.0	158	8	-0.21947	0.30653	0.016382	0.049801	1710	4	0.25467
RVBD2461c:clpP1	53	0.0031871	0.13769	1.0	159	4	-0.21094	0.62015	0.008472	0.028714	2600	19	0.34003
RVBD1929c:RVBD1929c	11	0.0032126	0.034508	0.944842	160	2	-0.35494	0.85399	0.56067	0.709745	3232	3	0.12758
RVBD2871:vapB43	6	0.003321	0.023259	0.785782	161	4	-0.22897	0.70573	0.40851	0.5686	2821	1	0.25464
RVBD2690c:RVBD2690c	20	0.0034537	0.060898	1.0	162	7	-0.25244	0.99897	0.96259	1.0	3946	2	0.19204
RVBD3517:RVBD3517	6	0.0035911	0.024565	0.797982	163	4	-0.17049	0.98453	0.91186	0.993754	3798	0	0
RVBD0429c:def	67	0.0037437	0.18166	1.0	164	18	-0.18955	0.7997	0.053398	0.127186	3063	13	0.26148
RVBD0971c:echA7	6	0.0038605	0.025936	0.827626	165	4	-0.18644	0.97887	0.88718	0.975664	3764	0	0
RVBD2680:RVBD2680	6	0.0039102	0.026063	0.827626	166	3	-0.1472	0.88139	0.59013	0.734483	3327	1	0.19192
RVBD1896c:RVBD1896c	8	0.003923	0.0318	0.91409	167	2	-0.21531	0.98469	0.87489	0.965424	3800	0	0
RVBD1703c:RVBD1703c	6	0.0039478	0.026065	0.827626	168	4	-0.18075	0.98674	0.92108	1.0	3815	0	0
RVBD2373c:dnaJ2	80	0.0040109	0.22343	1.0	169	21	-0.21543	0.94811	0.13837	0.258207	3575	14	0.21372
RVBD3017c:esxQ	5	0.0040263	0.019756	0.71923	170	2	-0.1895	0.18893	0.037936	0.09835	1333	1	0.76222
RVBD2109c:prcA	38	0.0040548	0.11053	1.0	171	12	-0.17903	0.99753	0.8955	0.981489	3911	6	0.22929
RVBD3823c:mmpL8	34	0.0041088	0.10291	1.0	172	8	-0.21545	0.537	0.039544	0.10164	2369	9	0.31359
RVBD3227:aroA	82	0.0042512	0.23046	1.0	173	17	-0.15405	0.95478	0.14369	0.265385	3616	23	0.26606
RVBD3052c:nrdI	58	0.004254	0.16676	1.0	174	11	-0.2879	0.24835	0.00010199	0.000741	1558	23	0.27177
RVBD1507c:RVBD1507c	6	0.0044252	0.027812	0.851091	175	4	-0.082855	0.53114	0.22741	0.372952	2350	2	0.19827
RVBD2754c:thyX	81	0.0044942	0.23706	1.0	176	17	-0.20003	0.76597	0.0043104	0.016755	2978	21	0.23557
RVBD2576c:RVBD2576c	5	0.0045004	0.021618	0.764398	177	3	-0.26979	0.64395	0.36026	0.521739	2662	1	0.53888
RVBD3860:RVBD3860	9	0.0046082	0.039727	1.0	178	4	-0.1734	0.58015	0.21292	0.356383	2490	1	0.39236
RVBD2737A:RVBD2737A	5	0.0046927	0.022035	0.769045	179	3	-0.1283	0.92781	0.73168	0.857667	3475	0	0
RVBD1995:RVBD1995	7	0.0047968	0.032876	0.919448	180	4	-0.17199	0.83351	0.55377	0.70249	3160	1	0.17386
RVBD3372:otsB2	91	0.0049034	0.26604	1.0	181	23	-0.20491	0.99981	0.81022	0.916331	3987	16	0.21864
RVBD2082:RVBD2082	9	0.0050164	0.043288	1.0	182	4	-0.14194	0.86799	0.57742	0.724008	3268	1	0.33004
RVBD0802c:RVBD0802c	7	0.0050636	0.033915	0.936097	183	3	-0.22005	0.98297	0.87987	0.969234	3785	0	0
RVBD2161c:RVBD2161c	6	0.0050812	0.030937	0.91409	184	1	-0.27288	0.13502	0.022199	0.064167	1169	3	0.25785
RVBD0121c:RVBD0121c	5	0.0052164	0.023906	0.797982	185	3	-0.14274	0.55293	0.2723	0.424797	2416	1	0.26251
RVBD0471c:RVBD0471c	5	0.0053242	0.024466	0.797982	186	3	-0.18115	0.9127	0.68512	0.819615	3417	0	0
RVBD0380c:RVBD0380c	5	0.0053638	0.024466	0.797982	187	2	-0.27106	0.51061	0.22328	0.369188	2293	1	0.27024
RVBD1815:RVBD1815	7	0.0054183	0.035083	0.949702	188	3	-0.2304	0.71151	0.3836	0.54543	2838	2	0.20606
RVBD1426c:lipO	7	0.0055302	0.036538	0.982815	189	4	-0.13454	0.68853	0.36366	0.525574	2773	2	0.1653
RVBD0001:dnaA	46	0.0056003	0.15638	1.0	190	13	-0.31673	0.96813	0.42436	0.583547	3688	9	0.26826
RVBD2547:RVBD2547	4	0.0056482	0.02317	0.785782	191	3	-0.13651	0.72006	0.39594	0.557903	2860	1	0.16665
RVBD0992c:RVBD0992c	6	0.0056699	0.032529	0.915809	192	2	-0.21888	0.48712	0.18749	0.323603	2221	2	0.22281
RVBD2364c:era	72	0.00614	0.23861	1.0	193	19	-0.19801	0.2279	2.6962e-05	0.000236	1483	23	0.31563
RVBD1228:lpqX	8	0.0061595	0.042531	1.0	194	2	-0.36611	0.12903	0.012085	0.038343	1146	4	0.20109
RVBD0420c:RVBD0420c	5	0.0061765	0.026757	0.837	195	2	-0.21765	0.94103	0.76682	0.884638	3535	0	0
RVBD2453c:mobA	6	0.0063936	0.033465	0.929749	196	3	-0.15616	0.40086	0.13421	0.252345	1960	3	0.15451
RVBD2420c:RVBD2420c	5	0.0064227	0.027526	0.848486	197	3	-0.22863	0.50528	0.21955	0.365593	2279	2	0.16365
RVBD0033:acpA	5	0.0065007	0.028122	0.85437	198	3	-0.13235	0.96884	0.86709	0.960579	3694	0	0
RVBD2819c:RVBD2819c	11	0.0065945	0.053745	1.0	199	2	-0.36999	0.5427	0.15363	0.278445	2385	4	0.25789
RVBD0451c:mmpS4	6	0.006663	0.034679	0.944842	200	3	-0.1566	0.47662	0.18067	0.314633	2190	2	0.22598
RVBD2182c:RVBD2182c	87	0.0066985	0.28999	1.0	201	22	-0.21828	0.97438	0.17199	0.303896	3733	11	0.26463
RVBD1750c:fadD1	15	0.006844	0.069852	1.0	202	6	-0.27642	0.80988	0.39941	0.561294	3088	3	0.1881
RVBD2362c:recO	31	0.0069152	0.12608	1.0	203	9	-0.18927	0.8873	0.31219	0.469751	3345	7	0.16432
RVBD2669:RVBD2669	7	0.0069531	0.040541	1.0	204	4	-0.23826	0.021981	0.00066233	0.003795	560	1	0.76816
RVBD2932:ppsB	39	0.0070226	0.15598	1.0	205	6	-0.24889	0.43414	0.0065377	0.023505	2062	12	0.21957
RVBD0325:RVBD0325	5	0.0070379	0.029451	0.888366	206	3	-0.20472	0.95338	0.80887	0.915542	3605	0	0
RVBD0365c:RVBD0365c	7	0.007069	0.041094	1.0	207	1	-0.48897	0.18477	0.029981	0.082267	1316	3	0.25587
RVBD2418c:RVBD2418c	51	0.0070779	0.19198	1.0	208	13	-0.19963	0.99998	0.99007	1.0	4008	3	0.15234
