id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RVBD1013:pks16	20	4.0418e-13	1.1897e-06	5.4e-05	37	19	-0.53211	1.0	1.0	1.0	3980	0	0
RVBD2847c:cysG	104	5.1994e-13	1.1897e-06	5.4e-05	38	38	-0.64355	0.16675	0.073111	0.294849	1265	39	0.25515
RVBD1565c:RVBD1565c	20	9.6188e-13	1.1897e-06	5.4e-05	39	20	-0.64579	1.0	1.0	1.0	3982	0	0
RVBD1411c:lprG	7	1.7017e-12	1.1897e-06	5.4e-05	40	7	-1.6842	1.0	1.0	1.0	3981	0	0
RVBD2444c:rne	161	3.078e-12	1.1897e-06	5.4e-05	41	83	-0.34972	0.97387	0.88562	1.0	3619	18	0.23787
RVBD3778c:RVBD3778c	49	4.8828e-12	1.1897e-06	5.4e-05	42	34	-0.61517	0.99944	0.99641	1.0	3903	1	0.25269
RVBD3604c:RVBD3604c	71	1.7563e-11	1.1897e-06	5.4e-05	43	45	-0.47647	0.96464	0.87966	1.0	3555	9	0.24033
RVBD1159:pimE	13	1.7978e-11	1.1897e-06	5.4e-05	44	12	-1.2335	0.99602	0.97089	1.0	3833	1	0.30704
RVBD1476:RVBD1476	57	2.1344e-11	1.1897e-06	5.4e-05	45	32	-0.78406	0.69901	0.49489	0.82368	2719	13	0.25163
RVBD0455c:RVBD0455c	8	2.267e-11	1.1897e-06	5.4e-05	46	8	-2.0047	1.0	1.0	1.0	3979	0	0
RVBD2457c:clpX	85	2.9778e-11	1.1897e-06	5.4e-05	47	47	-0.53323	0.8948	0.72687	0.974367	3266	22	0.20418
RVBD2245:kasA	37	3.6779e-11	1.1897e-06	5.4e-05	48	23	-0.81302	0.70577	0.56853	0.883034	2737	8	0.26369
RVBD1459c:RVBD1459c	172	4.2994e-11	1.1897e-06	5.4e-05	49	77	-0.45052	0.43434	0.18815	0.514219	2067	51	0.23718
RVBD1925:fadD31	10	8.3631e-11	1.1897e-06	5.4e-05	50	10	-0.70859	1.0	1.0	1.0	3977	0	0
RVBD1539:lspA	63	8.6309e-11	1.1897e-06	5.4e-05	51	40	-0.57813	0.90031	0.77003	0.996611	3282	4	0.28787
RVBD3682:ponA2	15	9.2315e-11	1.1897e-06	5.4e-05	52	13	-0.40898	0.99968	0.99448	1.0	3911	0	0
RVBD2587c:secD	144	3.1303e-10	1.1897e-06	5.4e-05	53	72	-0.54377	0.88727	0.7056	0.962587	3244	34	0.21438
RVBD2400c:subI	99	5.1955e-10	1.1897e-06	5.4e-05	54	54	-0.32514	0.86191	0.65733	0.938066	3168	17	0.24114
RVBD1622c:cydB	19	3.0236e-09	1.1897e-06	5.4e-05	55	16	-0.89382	1.0	0.99999	1.0	3971	0	0
RVBD1836c:RVBD1836c	15	4.5185e-09	1.1897e-06	5.4e-05	56	13	-0.7265	1.0	1.0	1.0	3975	0	0
RVBD0637:hadC	5	4.5983e-09	1.1897e-06	5.4e-05	57	5	-1.848	1.0	1.0	1.0	3974	0	0
RVBD1822:pgsA2	83	5.168e-09	1.1897e-06	5.4e-05	58	39	-0.49947	0.044681	0.053368	0.242737	707	26	0.22744
RVBD3766:RVBD3766	6	1.5997e-08	1.1897e-06	5.4e-05	59	6	-0.55054	1.0	1.0	1.0	3970	0	0
RVBD0410c:pknG	18	1.6995e-08	1.1897e-06	5.4e-05	60	15	-0.71462	0.99353	0.97293	1.0	3802	2	0.26153
RVBD1479:moxR1	102	2.0383e-08	1.1897e-06	5.4e-05	61	41	-0.70026	0.17024	0.074146	0.296208	1275	33	0.266
RVBD2153c:murG	108	2.4662e-08	1.1897e-06	5.4e-05	62	22	-0.37005	0.00078295	2.4984e-05	0.000693	189	49	0.32199
RVBD1640c:lysX	29	2.758e-08	1.1897e-06	5.4e-05	63	21	-0.38155	0.75848	0.63754	0.9269	2886	4	0.28852
RVBD0236c:aftD	340	3.6552e-08	1.1897e-06	5.4e-05	64	129	-0.42646	0.01988	0.002226	0.028068	510	115	0.25877
RVBD0017c:rodA	14	6.4615e-08	1.1897e-06	5.4e-05	65	12	-0.45194	0.99997	0.9994	1.0	3946	0	0
RVBD0642c:mmaA4	8	7.5554e-08	1.1897e-06	5.4e-05	66	7	-0.58912	0.99127	0.95951	1.0	3773	0	0
RVBD1480:RVBD1480	33	1.0787e-07	1.1897e-06	5.4e-05	67	21	-0.71315	0.76014	0.62373	0.916114	2894	9	0.16758
RVBD3587c:RVBD3587c	33	1.429e-07	1.1897e-06	5.4e-05	68	18	-0.78803	0.87703	0.78158	1.0	3211	6	0.28189
RVBD2241:aceE	34	1.6892e-07	1.1897e-06	5.4e-05	69	22	-0.49252	0.99999	0.99966	1.0	3953	2	0.36555
RVBD3005c:RVBD3005c	7	1.6953e-07	1.1897e-06	5.4e-05	70	7	-0.54987	1.0	1.0	1.0	3968	0	0
RVBD0929:pstC2	10	2.3665e-07	1.1897e-06	5.4e-05	71	9	-0.38364	0.99999	0.99999	1.0	3960	0	0
RVBD3193c:RVBD3193c	27	2.3753e-07	1.1897e-06	5.4e-05	72	20	-0.45908	0.99999	0.99956	1.0	3961	1	0.24692
RVBD1006:RVBD1006	15	2.6555e-07	1.1897e-06	5.4e-05	73	13	-0.354	0.99938	0.9908	1.0	3898	1	0.10951
RVBD2844:RVBD2844	6	3.066e-07	1.1897e-06	5.4e-05	74	5	-0.66524	0.9984	0.99654	1.0	3866	0	0
RVBD0001:dnaA	27	3.0687e-07	1.1897e-06	5.4e-05	75	16	-0.50775	0.53609	0.42552	0.765495	2337	6	0.31516
RVBD2611c:RVBD2611c	91	3.727e-07	3.5692e-06	0.000149	76	41	-0.46655	0.56821	0.31814	0.664886	2419	20	0.22932
RVBD2363:amiA2	13	4.5885e-07	1.1897e-06	5.4e-05	77	12	-0.29493	1.0	1.0	1.0	3969	0	0
RVBD0543c:RVBD0543c	17	5.1186e-07	1.1897e-06	5.4e-05	78	13	-1.0573	0.99937	0.99158	1.0	3897	1	0.12981
RVBD2682c:dxs1	53	5.5133e-07	1.1897e-06	5.4e-05	79	25	-0.58885	0.99002	0.96057	1.0	3758	12	0.18028
RVBD0020c:fhaA	63	5.9647e-07	1.1897e-06	5.4e-05	80	35	-0.58466	0.44583	0.24736	0.58447	2102	14	0.22709
RVBD2988c:leuC	55	6.4924e-07	1.1897e-06	5.4e-05	81	13	-0.41408	0.38934	0.19417	0.524916	1937	19	0.23234
RVBD0876c:RVBD0876c	12	6.6833e-07	1.1897e-06	5.4e-05	82	10	-0.80452	0.99979	0.99751	1.0	3921	0	0
RVBD1698:mctB	9	7.3278e-07	1.1897e-06	5.4e-05	83	8	-0.5912	0.97832	0.91094	1.0	3657	1	0.22294
RVBD1623c:cydA	8	8.9303e-07	1.1897e-06	5.4e-05	84	8	-0.81792	1.0	1.0	1.0	3966	0	0
RVBD0204c:RVBD0204c	13	9.3435e-07	1.1897e-06	5.4e-05	85	11	-0.552	0.99861	0.98416	1.0	3870	0	0
RVBD0472c:RVBD0472c	9	9.5729e-07	1.1897e-06	5.4e-05	86	8	-0.35855	0.99999	0.99999	1.0	3958	0	0
RVBD0928:pstS3	9	1.0442e-06	1.1897e-06	5.4e-05	87	8	-0.47837	0.99998	0.99996	1.0	3950	0	0
RVBD3221c:TB7.3	13	1.1221e-06	1.1897e-06	5.4e-05	88	9	-1.0024	0.99993	0.99896	1.0	3936	0	0
RVBD0411c:glnH	9	1.3184e-06	3.5692e-06	0.000149	89	9	-0.61217	0.99999	0.99999	1.0	3963	0	0
RVBD3208:RVBD3208	8	2.2183e-06	3.5692e-06	0.000149	90	8	-0.42845	1.0	1.0	1.0	3965	0	0
RVBD0999:RVBD0999	8	2.2228e-06	3.5692e-06	0.000149	91	7	-0.51382	0.99725	0.98511	1.0	3848	0	0
RVBD0541c:RVBD0541c	13	2.3737e-06	3.5692e-06	0.000149	92	10	-0.51538	0.99999	0.99992	1.0	3962	0	0
RVBD2391:sirA	9	2.4927e-06	5.9487e-06	0.000243	93	8	-0.57137	0.79386	0.706	0.962587	2972	1	0.24161
RVBD3814c:RVBD3814c	8	3.099e-06	3.5692e-06	0.000149	94	7	-0.43195	0.99981	0.99946	1.0	3923	0	0
RVBD2678c:hemE	49	3.1505e-06	1.0708e-05	0.000416	95	26	-0.65598	0.72644	0.57054	0.884548	2799	13	0.17512
RVBD1248c:RVBD1248c	28	3.6988e-06	8.3282e-06	0.00033	96	19	-0.41758	0.86138	0.76708	0.99596	3165	3	0.41851
RVBD2190c:RVBD2190c	8	3.8044e-06	5.9487e-06	0.000243	97	8	-0.74054	1.0	0.99999	1.0	3964	0	0
RVBD2869c:rip	13	3.8654e-06	8.3282e-06	0.00033	98	10	-0.80988	0.98188	0.94149	1.0	3687	1	0.36115
RVBD2198c:mmpS3	5	3.9664e-06	1.1897e-06	5.4e-05	99	5	-1.1403	0.99966	0.99971	1.0	3910	0	0
RVBD2870c:dxr	86	4.0821e-06	1.5467e-05	0.00058	100	42	-0.34694	0.49005	0.25181	0.590719	2212	19	0.21811
RVBD2583c:relA	15	4.6284e-06	8.3282e-06	0.00033	101	11	-0.45241	0.99465	0.97464	1.0	3810	1	0.21935
RVBD0336:RVBD0336	6	4.8732e-06	1.1897e-06	5.4e-05	102	2	-2.1036	0.51078	0.41157	0.750798	2270	2	0.13616
RVBD2247:accD6	55	5.3273e-06	1.7846e-05	0.000651	103	25	-0.48707	0.42378	0.25309	0.591964	2029	16	0.27941
RVBD2145c:wag31	44	7.0025e-06	2.2605e-05	0.00079	104	25	-0.39525	0.71083	0.56261	0.878759	2759	6	0.22597
RVBD2518c:ldtB	8	9.1682e-06	2.2605e-05	0.00079	105	7	-1.1585	0.99994	0.9999	1.0	3940	0	0
RVBD0998:RVBD0998	8	9.9898e-06	2.2605e-05	0.00079	106	8	-0.35669	0.99999	0.99998	1.0	3957	0	0
RVBD3133c:devR	5	1.0181e-05	1.1897e-06	5.4e-05	107	5	-0.40436	0.99999	1.0	1.0	3956	0	0
RVBD3670:ephE	6	1.0334e-05	1.1897e-06	5.4e-05	108	6	-0.43462	0.99999	1.0	1.0	3955	0	0
RVBD2224c:caeA	13	1.0382e-05	1.7846e-05	0.000651	109	10	-0.45547	0.99999	0.99983	1.0	3952	0	0
RVBD0819:mshD	7	1.0703e-05	3.5692e-06	0.000149	110	7	-0.37343	0.99999	1.0	1.0	3954	0	0
RVBD0040c:mtc28	7	1.1691e-05	3.5692e-06	0.000149	111	6	-0.50066	0.99957	0.99907	1.0	3907	0	0
RVBD1257c:RVBD1257c	9	1.2834e-05	1.7846e-05	0.000651	112	2	-9.0891	0.25338	0.21191	0.548139	1530	4	0.18287
RVBD2652c:RVBD2652c	73	1.3409e-05	3.6882e-05	0.001238	113	20	-0.32398	0.44783	0.22972	0.565472	2110	24	0.21276
RVBD0016c:pbpA	10	1.357e-05	1.0708e-05	0.000416	114	8	-0.57248	0.97474	0.90966	1.0	3625	1	0.30985
RVBD3058c:RVBD3058c	10	1.4778e-05	1.3087e-05	0.000504	115	7	-0.40873	0.85297	0.77003	0.996611	3149	1	0.26977
RVBD2987c:leuD	69	1.5076e-05	5.5918e-05	0.001818	116	34	-0.32019	0.88459	0.73609	0.980428	3237	8	0.18276
RVBD3207c:RVBD3207c	5	1.6155e-05	3.5692e-06	0.000149	117	5	-0.4639	0.99943	0.99941	1.0	3902	0	0
RVBD0649:fabD2	8	1.6189e-05	2.7364e-05	0.000949	118	8	-0.37664	0.99998	0.99998	1.0	3951	0	0
RVBD2398c:cysW	96	1.664e-05	5.8297e-05	0.001838	119	44	-0.34557	0.70793	0.45105	0.785942	2745	30	0.24087
RVBD2843:RVBD2843	8	1.7942e-05	2.9743e-05	0.001023	120	8	-0.6141	0.99998	0.99997	1.0	3948	0	0
RVBD3802c:RVBD3802c	82	1.8138e-05	5.8297e-05	0.001838	121	39	-0.43568	0.88825	0.71943	0.970667	3250	21	0.2279
RVBD2852c:mqo	16	1.909e-05	4.64e-05	0.001532	122	12	-0.27109	0.98296	0.94977	1.0	3695	1	0.18346
RVBD0066c:icd2	22	2.4623e-05	3.9261e-05	0.001307	123	15	-0.23458	0.99872	0.99147	1.0	3872	1	0.18532
RVBD3823c:mmpL8	32	3.0521e-05	5.8297e-05	0.001838	124	18	-0.37064	0.9997	0.9974	1.0	3913	3	0.19792
RVBD2973c:recG	20	3.4687e-05	7.9712e-05	0.002457	125	14	-0.33664	0.98822	0.96518	1.0	3739	2	0.24739
RVBD1906c:RVBD1906c	6	3.7432e-05	3.4502e-05	0.001177	126	6	-0.36038	0.99996	0.99997	1.0	3945	0	0
RVBD2452c:RVBD2452c	6	3.8422e-05	3.6882e-05	0.001238	127	6	-0.26466	0.99996	0.99997	1.0	3944	0	0
RVBD1830:RVBD1830	24	4.1124e-05	8.4471e-05	0.002584	128	14	-0.43316	0.6493	0.52994	0.852034	2600	8	0.17714
RVBD3672c:RVBD3672c	5	4.2713e-05	1.5467e-05	0.00058	129	5	-0.54214	0.99947	0.99949	1.0	3904	0	0
RVBD0412c:RVBD0412c	7	4.8516e-05	5.5918e-05	0.001818	130	6	-0.70953	0.99971	0.9995	1.0	3916	0	0
RVBD0510:hemC	31	5.0048e-05	0.00012254	0.003616	131	14	-0.44791	0.20496	0.11116	0.384169	1377	9	0.40121
RVBD0011c:RVBD0011c	4	5.1961e-05	1.5467e-05	0.00058	132	4	-0.96424	0.99991	0.99997	1.0	3933	0	0
RVBD2173:idsA2	8	5.2107e-05	5.8297e-05	0.001838	133	6	-0.77365	0.97483	0.89857	1.0	3626	1	0.32379
RVBD1111c:RVBD1111c	57	5.4972e-05	0.00014158	0.00412	134	21	-0.91449	0.011254	0.0027185	0.03327	417	22	0.30346
RVBD0042c:RVBD0042c	5	5.869e-05	2.0226e-05	0.000732	135	5	-0.9281	0.99993	0.99998	1.0	3938	0	0
RVBD0479c:RVBD0479c	81	6.0944e-05	0.00016537	0.004713	136	31	-0.57648	0.74923	0.51174	0.838631	2864	24	0.2552
RVBD2256c:RVBD2256c	5	6.8759e-05	2.2605e-05	0.00079	137	5	-0.97396	0.99993	0.99998	1.0	3939	0	0
RVBD3714c:RVBD3714c	6	7.0306e-05	7.9712e-05	0.002457	138	6	-0.28014	0.99993	0.99993	1.0	3937	0	0
RVBD0820:phoT	7	9.2277e-05	0.00011778	0.003526	139	6	-0.36022	0.87549	0.75782	0.988593	3204	1	0.32539
RVBD0129c:fbpC	13	9.3815e-05	0.00017251	0.00485	140	9	-0.38455	0.98488	0.95038	1.0	3713	2	0.18356
RVBD2445c:ndkA	6	9.5941e-05	0.00010351	0.003144	141	6	-0.56266	0.9999	0.99991	1.0	3932	0	0
RVBD0986:RVBD0986	14	9.7907e-05	0.00015348	0.004404	142	10	-0.24406	0.94026	0.88058	1.0	3429	2	0.25919
RVBD3661:RVBD3661	8	0.00010807	0.00012016	0.003571	143	3	-4.5696	0.66975	0.58349	0.891957	2650	3	0.14219
RVBD0103c:ctpB	17	0.00010924	0.000232	0.006309	144	2	-2.7282	0.83815	0.74857	0.984135	3108	5	0.14941
RVBD3510c:RVBD3510c	9	0.00012181	0.00018917	0.005283	145	7	-0.44273	0.99998	0.99996	1.0	3949	0	0
RVBD3484:cpsA	10	0.00012611	0.00014872	0.004297	146	8	-0.41111	0.99926	0.99383	1.0	3894	0	0
RVBD1431:RVBD1431	26	0.00013553	0.00025817	0.006976	147	16	-0.21075	0.39452	0.28397	0.6283	1953	5	0.30392
RVBD0758:phoR	10	0.0001359	0.00017013	0.004816	148	8	-0.41355	0.48752	0.4023	0.744315	2202	1	0.39962
RVBD3627c:RVBD3627c	82	0.00013742	0.00037715	0.009511	149	35	-0.3771	0.75892	0.51752	0.843486	2890	16	0.29612
RVBD0994:moeA1	9	0.0001456	0.00022248	0.00609	150	7	-0.35234	0.99063	0.94984	1.0	3763	0	0
RVBD2136c:RVBD2136c	13	0.00015811	0.00028911	0.007711	151	10	-0.30344	0.99995	0.99922	1.0	3943	0	0
RVBD6029:tRNA-Gly	5	0.00016333	0.00010827	0.003264	152	5	-0.22512	0.99984	0.9999	1.0	3925	0	0
RVBD0351:grpE	26	0.00016505	0.00028911	0.007711	153	15	-0.37152	0.9953	0.98189	1.0	3819	4	0.15068
RVBD2005c:RVBD2005c	8	0.0001696	0.00019869	0.005512	154	7	-0.16267	0.99992	0.99985	1.0	3935	0	0
RVBD0007:RVBD0007	5	0.00017385	0.00012968	0.0038	155	4	-0.34274	0.9987	0.99851	1.0	3871	0	0
RVBD2188c:pimB	125	0.0001749	0.00046757	0.011246	156	49	-0.45389	0.53467	0.27537	0.618019	2333	35	0.28095
RVBD0817c:RVBD0817c	74	0.00018028	0.00055799	0.013026	157	25	-0.31299	0.68844	0.43268	0.770737	2691	26	0.21404
RVBD1741:vapC34	7	0.0001983	0.00021058	0.005803	158	5	-0.23725	0.99576	0.98195	1.0	3827	0	0
RVBD1430:PE16	21	0.00019923	0.00036049	0.009146	159	13	-0.2221	0.93797	0.88241	1.0	3419	3	0.16882
RVBD0815c:cysA2	10	0.00022675	0.00034383	0.008831	160	8	-0.13602	0.99999	0.99999	1.0	3959	0	0
RVBD1798:eccA5	18	0.00023287	0.0003938	0.009871	161	12	-0.32528	0.86281	0.77825	1.0	3169	2	0.35684
RVBD2862c:RVBD2862c	6	0.0002384	0.00031528	0.008199	162	4	-0.40595	0.33253	0.26225	0.6003	1784	1	0.50595
RVBD0357c:purA	94	0.00024247	0.0006603	0.015264	163	37	-0.35861	0.99981	0.99676	1.0	3924	18	0.18367
RVBD1621c:cydD	6	0.00024446	0.0003248	0.008394	164	6	-0.40553	0.99976	0.99972	1.0	3920	0	0
RVBD0359:RVBD0359	9	0.0002472	0.00031528	0.008199	165	6	-0.46405	0.86907	0.77696	1.0	3186	2	0.1403
RVBD3644c:RVBD3644c	90	0.00026319	0.000765	0.01749	166	36	-0.33513	0.953	0.84092	1.0	3495	26	0.20293
RVBD2169c:RVBD2169c	9	0.00026486	0.00035097	0.008959	167	7	-0.43479	0.99994	0.99983	1.0	3942	0	0
RVBD1502:RVBD1502	14	0.00026602	0.00045567	0.011211	168	10	-0.19112	0.98488	0.94759	1.0	3712	2	0.23724
RVBD3018c:PPE46	14	0.00027332	0.00045805	0.011211	169	10	-0.17593	0.99922	0.98917	1.0	3892	0	0
RVBD1165:typA	15	0.00027921	0.00042474	0.01052	170	10	-0.4503	0.99287	0.96966	1.0	3794	1	0.16089
RVBD2568c:RVBD2568c	12	0.00029068	0.00046519	0.011246	171	9	-0.19345	0.97352	0.92484	1.0	3617	1	0.11619
RVBD3915:RVBD3915	83	0.00029498	0.00079355	0.017806	172	32	-0.40301	0.72343	0.46299	0.796398	2791	27	0.23019
RVBD3671c:RVBD3671c	6	0.00030005	0.00041998	0.010464	173	6	-0.40393	0.9997	0.99965	1.0	3914	0	0
RVBD3215:entC	83	0.00030566	0.00081497	0.018134	174	29	-0.51933	0.45995	0.20612	0.540343	2134	30	0.23706
RVBD3849:espR	5	0.00032148	0.00030576	0.008104	175	4	-0.32113	0.95426	0.87595	1.0	3503	0	0
RVBD2610c:pimA	87	0.00035474	0.00093156	0.020292	176	34	-0.36561	0.73014	0.4685	0.801238	2806	27	0.25288
RVBD3782:glfT1	45	0.00036029	0.00079593	0.017806	177	20	-0.57361	0.53921	0.35495	0.701646	2348	14	0.21214
RVBD2899c:fdhD	8	0.00037282	0.00049612	0.011729	178	7	-0.27667	0.9997	0.99909	1.0	3915	0	0
RVBD2392:cysH	65	0.00039673	0.00090777	0.01988	179	22	-0.47753	0.30367	0.14023	0.435876	1700	24	0.22612
RVBD3301c:phoY1	6	0.00042105	0.00047708	0.011344	180	5	-0.34672	0.99876	0.99744	1.0	3876	0	0
RVBD1876:bfrA	6	0.00042532	0.00047708	0.011344	181	5	-0.19749	0.99449	0.98401	1.0	3808	0	0
RVBD0461:RVBD0461	7	0.00044684	0.00046757	0.011246	182	6	-0.21514	0.99313	0.971	1.0	3797	0	0
RVBD3696c:glpK	12	0.00047003	0.00079355	0.017806	183	9	-0.76005	0.84471	0.75986	0.989608	3122	3	0.29211
RVBD1423:whiA	52	0.00048232	0.0012219	0.025165	184	21	-0.33298	0.10701	0.050981	0.235966	1024	15	0.32462
RVBD2399c:cysT	110	0.00049517	0.0012694	0.025767	185	41	-0.28409	0.40085	0.18259	0.506753	1971	34	0.27004
RVBD0507:mmpL2	42	0.00050025	0.0011172	0.023597	186	20	-0.30623	0.94224	0.86478	1.0	3441	6	0.20185
RVBD0549c:RVBD0549c	5	0.00051016	0.00056037	0.013026	187	3	-0.51293	0.88796	0.74533	0.982672	3249	1	0.12693
RVBD3214:gpm2	3	0.00051628	6.7815e-05	0.002122	188	3	-0.69335	0.99948	0.99993	1.0	3905	0	0
RVBD3024c:trmU	4	0.00058288	0.00031052	0.008178	189	4	-0.3062	0.99942	0.99972	1.0	3900	0	0
RVBD3822:RVBD3822	9	0.00058892	0.00078166	0.017773	190	7	-0.40036	0.97997	0.91607	1.0	3668	1	0.10098
RVBD0701:rplC	10	0.00064314	0.00097915	0.020995	191	5	-1.5249	0.29085	0.23966	0.578788	1663	4	0.35977
RVBD1483:fabG1	15	0.00064323	0.0011433	0.024027	192	5	-0.60521	0.072839	0.044048	0.218476	870	8	0.39289
RVBD3685c:cyp137	10	0.00064634	0.00098391	0.020995	193	7	-0.25888	0.98929	0.94246	1.0	3746	1	0.11933
RVBD3808c:glfT2	36	0.00067565	0.0015098	0.029494	194	17	-0.6957	0.65856	0.52354	0.848051	2625	7	0.24637
RVBD2586c:secF	78	0.00070101	0.0017311	0.03289	195	32	-0.48365	0.47612	0.24641	0.584223	2170	19	0.29108
RVBD2257c:RVBD2257c	7	0.00072404	0.00090301	0.01988	196	6	-0.43098	0.8801	0.76181	0.990902	3223	1	0.1721
RVBD0879c:RVBD0879c	4	0.00075741	0.00054133	0.012726	197	3	-1.2973	0.77489	0.59056	0.895203	2924	1	0.18333
RVBD3789:RVBD3789	5	0.00075924	0.0009506	0.020495	198	5	-0.25731	0.99924	0.9992	1.0	3893	0	0
RVBD0058:dnaB	93	0.00079295	0.0020547	0.037334	199	37	-0.39787	0.37248	0.16746	0.48619	1903	27	0.24399
RVBD0757:phoP	5	0.00079993	0.0010886	0.023111	200	5	-0.38242	0.9992	0.99909	1.0	3889	0	0
RVBD2975c:RVBD2975c	6	0.00081332	0.00076262	0.01749	201	5	-0.22696	0.9234	0.79802	1.0	3362	1	0.13146
